Gene.name	P12955_161	P12955_162	P12955_169	P12955_170	P12955_177	P12955_178	P12955_185	P12955_186
ACO2	62.8801	60.4917	64.1218	57.8003	56.2869	56.4816	57.4954	53.25868
ACOD1	0	0	0	0	0	0	0	0
ACOT1	11.97527	11.93352	9.74549	9.3535900134854	9.216331896	12.05488	11.9359	8.44932
ACOT11	3.351047	1.46819	2.63154	1.352155	1.49651	1.38378	2.225368	1.581568
ACOT12	0	0	0	0	0	0	0	0
ACOT13	4.6453	5.426634	4.90843	6.23248	5.07028	5.02438	5.23151	6.25104
ACOT2	42.154263	40.9266	42.5169	33.719	37.27318	31.57833	33.50178	31.9423
ACOT4	0	0.0475877	0	0	0	0	0	0
ACOT6	0.172664	0	0	0.135769	0	0	0.159113	0
ACOT7	74.78664	68.207861	71.114485	66.482442	74.159264	57.942602	75.68653	61.032703
ACOT8	19.40612	17.576241	15.92172	19.810212	20.54829	16.634531	19.987697	13.041981
ACOT9	27.781811	24.528494	22.374735	25.44053	17.599028	23.484841	23.594429	23.888912
ACOX1	43.34965	44.65812	47.9415	50.80737	49.38043	45.9703	38.8353	49.808023
ACOX2	5.85126	7.117356	9.82247	6.610681	8.01433	6.1333400049162	4.75096	7.08717
ACOX3	8.62047	9.92465	7.5186746	7.749499	7.89719	7.339342	9.80516	10.229285
ACOXL	0.107918	0.0652959	0.1811371	0.1437901	0	0.4413898	0.3841351	0.075807
ACP1	145.13894	173.80323	145.22694	171.85535	141.59051	162.0712	149.97361	181.054707
ACP2	18.1553953	18.924879	20.1647700110066	19.06918	19.39822	18.196569	14.945579	20.3124900023502
ACP4	0.360238	0	0	0.233681	0	0	0	0.211455
ACP5	2.69979	3.51958	1.85551	1.82814	5.195547	1.16411	1.7143020460752	4.36922
ACP6	20.30573	19.74816	17.943837	16.06002	14.416714	30.07602	14.72794	20.693089
ACP7	0	0	0	0	0	0	0	0.231276
ACPP	0	0.0351188	0.0535031	0	0.157665	0.148997	0.0429254	0.0409759
ACR	0	0	0	0	0	0	0	0
ACRBP	0.233425	0.543764	0	0	0	0	0	0.429418
ACRV1	0.769711	0.482788	0	0.2141728	0.411469	0.190888	0.887927	0.498798
ACSBG1	0.366349	0.588148	0.14962	0.218497	0.311159	0.844635	0.115566	0.147729
ACSBG2	0	0	0	0	0	0	0	0
ACSF2	36.6535	33.6289074908481	37.2234	31.946268	32.1766091	27.463810713189	28.1515	29.4407100883023
ACSF3	24.143551	19.749309	27.9639754	23.38329	24.781459	20.156698	20.780597	18.119925
ACSL1	21.6366069	19.94872807	22.850114088	19.7673	21.28038	20.009359	19.438879	20.014365
ACSL3	131.95373	153.31042	143.45099	155.73053	120.45325	161.121559	125.35449	155.37949
ACSL4	193.31403	220.91793	226.7306	209.51605	207.44694	229.685588	206.884117	248.2505
ACSL5	37.96784155	43.15533	38.348522108	41.7095104	46.4765	48.086077	49.636	48.42803
ACSL6	1.24482121	0.8737535478	0.8402567918863	0.326128	0.8690113	0.521765226361	0.6706203	0.941952
ACSM1	0.323297	0.392025	1.0231076	1.215158	0.892307	0.647446	0	0.894236198603
ACSM2A	0.700824	0	0.233902	0.96678100776097	0	0.5309870243319	1.25775	0.4571427
ACSM2B	2.380996016491	1.496788	2.297783	0.9170974	1.581188	2.550518	2.160893	1.302053
ACSM3	2.913122	3.7310986	4.1811	5.683234	1.679147	3.519696	2.068627	2.7128
ACSM4	0	0.0530151	0	0	0	0	0	0.0619461
ACSM5	0.10503	0.270571	0	0.3523426	0.564205	0.0613315	0.392346	0.234575
ACSM6	0	0	0	0	0	0	0	0
ACSS1	4.110338	4.296611	4.76846568594	3.77655	5.000687	4.39942742	4.1288840345408	4.623307
ACSS2	13.194152	8.365762	14.3832269	11.669398	8.6853	14.65138	10.27157384	7.568855
ACSS3	35.67567	40.71792	38.96642	43.70415	36.40444	41.92053	37.01208	41.73164
ACTA1	14.062623	14.3727	12.1372	12.0848	11.8649	8.80682	14.4046	8.25177
ACTA2	60.28682	58.32513	63.41184	57.45974	59.33617	52.53358	50.1903	45.30599
ACTB	2444.578805	2469.68421	2316.265872	2440.598835	2551.07597105608	2539.93024	2373.41392407869	2228.573759
ACTBL2	0	0	0	0	0	0	0.0484388	0
ACTC1	0	0	0	0	0	0	0	0
ACTG1	3338.08118	2733.717151	3279.127622	2941.408184	3421.16003	2957.145592	3364.730238	2714.23326
ACTG2	0.340296	0.328268	0.130748	0.150811	0	0.395812	1.58079	0.74166
ACTL10	0	0	0	0.0484211	0	0.349057	0.0689675	0.0658567
ACTL6A	44.53728	52.08919	47.8298	45.14097	54.647	50.13182	52.83177	57.064100145643
ACTL6B	0	0	0	0	0	0	0	0
ACTL7A	0	0.0798333	0	0	0	0	0.0978884	0
ACTL7B	0	0	0.0720519	0	0.106159	0	0	0.110279
ACTL8	0.906954	0.310274	1.18204	0.725327	1.2665451	0.7688	0.911863	0.492844
ACTL9	0	0	0	0	0	0	0	0
ACTN1	174.179721	156.5705916	162.416437	155.482904	172.44893	149.471350397809	161.23061	137.749518
ACTN2	0	0	0	0.033287281222	0.07070892326	0	0	0
ACTN3	0.0497621	0	0	0	0.084239	0	0	0
ACTN4	131.837077	111.852459	125.5665	115.040565	136.36122594012	119.108537	133.2097	110.956911
ACTR10	0.692452	2.41359	1.51075	3.519167	6.049785	1.80238	2.34518	1.98322
ACTR1A	80.1221	71.0096	73.0548	68.8753	76.8889	65.0656	77.765761	70.8584
ACTR1B	51.2321	43.9133	42.7513	43.9769	41.231	39.4969	39.3645	37.0248
ACTR2	148.8332	187.7574	169.0628	168.14017	147.9765	176.6637	178.9994	197.2092
ACTR3	220.52944	219.2437	222.7655	216.3008	223.4553	228.9791	236.8561	242.7647
ACTR3B	6.34437	8.19236	6.5545	7.325197	7.99714	6.94856	6.06972	5.80946
ACTR3C	3.700036	1.8588178	2.681449	4.70456261	2.17090900810125	2.869176	3.987861	3.6628356
ACTR5	12.2302	10.9136	12.0038	11.5984	12.312	12.258	10.8467	13.9595
ACTR6	6.7956103	8.87914	9.540987	8.68652	5.66686	6.3875190138787	6.958315	11.246927
ACTR8	19.52097	15.91885	19.340601	16.15144	17.87629	16.70783	18.68933	14.086620668
ACTRT1	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0
ACTRT3	0.378981	0.741886	0.436048	0.490479	0.385467	0.795451	0.279426	0.53365
ACVR1	10.936952	13.069809	11.4469772	10.24164	14.12637	11.673675	13.55739526618	12.4066261
ACVR1B	8.743603	11.556752	9.744584	10.363891	12.361641	11.27731	9.03565	9.946386
ACVR1C	0.1288919	0.0582311	0.0994619	0.0836509	0.026059	0.2013563	0.0142081	0.0813469
ACVR2A	5.26945	6.41998	5.18027	6.17376	5.913412	7.39964	5.03496	5.94293
ACVR2B	2.45012	2.48561	2.33563	3.44156	2.51981	3.0803	2.2955	2.88137
ACVRL1	0.0353849	0.0894721	0.137351	0.245098	0	0	0	0.104888
ACY1	94.30709	78.82109	91.59314	83.960221	84.92745	63.802	81.09922716	70.16989
ACY3	1.37839	1.704456	1.15616	1.54488	1.91616	2.197319	1.15481	1.10338
ACYP1	17.397644	21.832096	15.96772	19.437442	11.163701	14.897169	16.048679	10.821151
ACYP2	10.860493	15.23542	10.6202300074596	8.74216	9.589777	9.645399	6.781685031	8.571203
ADA	6.00645	4.245799	6.3218	3.934082	4.16696	5.12449239911	3.47704	4.340996
ADA2	0.141575	0	0	0	0.104604	0.2364307	0.145672	0
ADAD1	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0
ADAL	7.585636	10.92968	11.04189	8.760627	9.308474	8.209285	8.154936	9.110495
ADAM10	34.81857	28.59242	38.70255	43.28076	36.55439	35.31232	20.73715	30.205
ADAM11	0	0	0	0	0.220369	0	0	0.0984268
ADAM12	0.0525728	0	0	0	0	0	0	0.0154134
ADAM15	22.95884	20.207197	23.13832	18.842601	26.546976	16.12492	22.103495559475	17.4213340037283
ADAM17	11.91440494	12.92962	11.8931279	13.9508	12.5365474	10.977828	12.646474	13.6076847
ADAM18	0	0	0	0	0	0	0	0
ADAM19	6.69688	7.19514	7.75302	7.60787	5.4795	5.421457	7.031746	6.733729
ADAM2	0	0	0	0	0	0	0	0
ADAM20	0	0.0396072	0	0	0	0.184066	0.04842	0
ADAM21	0	0.12548	0	0.0717332	0.093976	0.0647913	0.0511415	0.0488237
ADAM22	2.090139991455	2.1732266	2.281776	1.41740458	1.61390100286568	1.876052	1.322586	1.59644888
ADAM23	0	0	0.0623457	0	0	0.126683	0.199972	0
ADAM28	0.0395943	0.0149533	0.0681519	0	0.0334738	0	0.0364942	0
ADAM29	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0
ADAM32	0.0284086	0.14223	0.224058	0.1554817	0	0	0.0440375	0
ADAM33	0	0	0.138183	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0
ADAM8	0.0609117	0.0357073	0	0.0393839	0.24048	0	0	0.0447634
ADAM9	96.83408	108.065792	101.30007	106.456516	97.413638	104.376679	111.607189	119.553349
ADAMDEC1	0	0	0	0	0	0	0	0
ADAMTS1	0	0.0238209	0	0	0	0	0	0
ADAMTS10	0.4547706	0.163642	0.3028205	0.1914532	0.119588	0.2187010180876	0	0
ADAMTS12	0.0307274	0.0119455	0.0181403	0.0203958	0	0	0.0145735	0
ADAMTS13	0.227543	0.3632886	1.015296	0.4777395	0.139202	0.347359	0.1460627	0.1396107
ADAMTS14	0.1610012	0.1012932	0.09240234	0.1038996	0	0.06278182	0.04946282	0.07080583
ADAMTS15	0	0.0374599	0	0	0.0838995	0.0870673	0	0
ADAMTS16	0.1098947	0.04142	0.0631584	0.0710316	0	0.0641618	0.0506429	0.0483473
ADAMTS17	0	0	0	0.0627513	0	0	0	0
ADAMTS18	0	0	0	0	0	0	0.0218982	0
ADAMTS19	0	0	0	0	0	0	0	0
ADAMTS2	6.44602	5.965216	6.70552	5.97877	7.87974	6.33765	6.53378	5.253263
ADAMTS20	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0
ADAMTS4	0.699413	0.643552	0.4471144	0.506319	0.822039	0.566952	0.644603	0.347248
ADAMTS5	0	0.0115646	0	0	0	0	0.0141084	0.0269253
ADAMTS6	1.23469	2.02935	1.51599	1.73109	0.415964	0.918493	0.391576	1.35496
ADAMTS7	0.218089	0.254362	0.0404279	0.0797307	0.511407	0.196787	0.15089	0.123515
ADAMTS8	0	0	0	0	0	0	0	0
ADAMTS9	1.465434	1.487827	1.624573	1.91475000081448	1.439271	1.730272	1.23062000028877	1.487867
ADAMTSL1	0	0.0758091	0	0	0	0	0	0
ADAMTSL2	3.021213	2.416871	3.811979	2.018722	4.5071245	1.985026	4.94428	1.583167
ADAMTSL3	0	0	0	0.0122611	0	0	0	0
ADAMTSL4	17.73822	9.7671831	18.07108287687	9.7461972587	14.5402866	7.15663	12.88058	7.342124
ADAMTSL5	2.24241	2.690169	4.064054	1.42879	1.42383	1.6025736	1.60656	2.33452
ADAP1	14.78266605	17.030196756	20.44651	20.98816	13.94957	13.00059822	16.78125	17.4261827199486
ADAP2	5.972383	2.715229	3.2321153815	4.3138165	13.33275	4.87941	3.34841	3.544009
ADAR	45.90019147036	43.9612130005104	58.0837184	45.11281258025	45.884961715107	43.2351799435558	45.0184355983	43.8191870545514
ADARB1	2.93805109396	2.4265522399	2.7723471	3.105504	4.171242	2.51967487	2.37942279632	6.40852
ADARB2	0.0494762	0	0.0946088	0.0319119	0.19572	0.11606	0.0613705	0.0580214
ADAT1	29.14905	38.2627017	34.93785	33.586943	48.3291	35.50093	37.44783	33.25547
ADAT2	6.91334	8.80264	10.04119	9.268	7.28602	9.58792	7.83871	9.66567
ADAT3	4.58466	5.51337	5.66586	3.410773	3.730726	2.58853	3.92569	1.789117
ADCK1	4.4601011151	5.28155	4.48724	4.37078	5.59802	3.244201	2.91742	2.973122
ADCK2	9.926591	8.41096	10.725064	8.44333	8.26669	7.728227	10.527341	9.591116
ADCK5	1.78571	1.75152	2.25288	2.31402	2.29094	2.12282	2.11936	1.64787
ADCY1	0.284464	0.2537851	0.179615	0.394789	0.321763	0.391038	0.6401762	0.2498383
ADCY10	0	0.021516	0	0.0361167	0	0.0666765	0	0
ADCY2	0.0221402	0	0	0.0143485	0	0.124582	0.0392371	0.0471776
ADCY3	4.682834	2.189755	3.007314	1.882968	5.14401	2.596249	3.754401	1.630111
ADCY4	0.380093	0	0	0.224058	0	0	0	0
ADCY5	0.019074	0.038914	0.0593164	0.0233406	0.0967499	0.0446524	0.0999515	0
ADCY6	6.437159072	6.433165	5.422147	5.8337900158653	5.067552	4.56176	5.402223686	4.51963244235
ADCY7	2.1258290158422	0.457429164595	1.311888126316	2.629462086927	1.799513418824	1.1238738905951	1.2663760796551	0.45942935
ADCY8	0.191219	0	0	0	0	0	0	0
ADCY9	27.89813	19.81784	30.74311	20.71161	25.11363	19.19757	19.219248	16.710256
ADCYAP1	0	0	0	0	0	0	0	0
ADCYAP1R1	0.0215886	0.0660635	0	0.013947200472052	0	0.02527060121533	0	0
ADD1	83.279124	74.577887	82.101426	80.533665	90.664991	70.01173145	79.39942	71.908678
ADD2	0.1437266	0.2012495	0.0441235	0.03981	0.10853	0.0809452	0.1605483	0.1040821
ADD3	54.90769	58.51652	60.82274	56.0686	58.12011	56.42693	58.08508	60.98994
ADGB	0	0	0	0	0	0	0	0
ADGRA1	0	0.0317103	0	0.0543018	0	0.0982546	0	0.0369816
ADGRA2	0.255011	0.0877417	0.0994476	0.2103	0.0485473	0.160541	0.132696	0.158026
ADGRA3	14.7717	16.807608	17.308713	13.260729	11.4167	14.2707	14.072159	17.434108
ADGRB1	0	0	0	0.0328939	0	0	0	0
ADGRB2	0.0971372	0.1460949	0.201022	0.0629318	0.167862	0	0	0
ADGRB3	0	0	0	0	0	0	0	0
ADGRD1	0.0622121	0	0.0747033	0.032716	0.478425	0.0591348	0.1692488	0.123902
ADGRD2	0	0	0	0	0	0	0	0
ADGRE1	0	0	0	0	0	0	0	0
ADGRE2	0.1837728	0.1377237	0	0.114488	0.269257	0	0.0511983	0.1379494
ADGRE3	0	0	0	0	0	0	0	0
ADGRE5	8.799875	7.143751	9.02771	8.58105	6.30119	7.02139	10.094603	6.86248
ADGRF1	0	0	0	0	0	0	0	0
ADGRF2	0	0	0	0.0190072	0	0.034564	0	0
ADGRF3	0	0.202401	0.458778	0	0.0758236	0	0.0825678	0.0451759
ADGRF4	0	0	0.1633622	0	0	0	0	0.041696
ADGRF5	0.0744811	0.127901	0.028496	0.0320413	0	0.0580981	0.0457661	0
ADGRG1	38.382220669896	35.74442250852	40.5077790151046	31.401138547197	27.641259	25.8483963	30.15142315	23.2611390539297
ADGRG2	0.122686273326	0.20837413522277	0.2763	0.1710258	0.107081	0.187446	0.139202000527374	0.167038
ADGRG3	0.172913	0	0	0.055979	0	0.201484	0.00473771	0.1521931
ADGRG4	0	0	0	0.0102881	0	0	0	0
ADGRG5	0	0	0	0	0	0	0	0
ADGRG6	102.352241003601	116.790990013223	110.550650001033	117.884560002777	94.689550633407	106.291330679382	102.205460069629	107.039060012468
ADGRG7	0	0	0	0	0	0	0	0
ADGRL1	1.64574	0.881803	1.65000269	0.973907	0.810997	1.367368	1.48358	1.0165163
ADGRL2	17.404884581935	18.1824447372233	17.1689946485695	17.9004500140952	15.59112501755	16.8962365	15.503614379388	18.857187221141
ADGRL3	0	0.00823195	0	0	0	0.0127573	0	0
ADGRL4	0	0.0925761	0	0.3137618	0	0	0	0.0719713
ADGRV1	0.321233	1.165054	0.952648	2.064351	0.823179	1.129463	0.639826	0.577316
ADH1A	0	0	0	0	0	0	0	0.186282
ADH1B	1.7462699	2.1100317	0.78877436	0.42399092	1.72071835	1.11135636	0.25197154	0.72234077
ADH1C	0	0	0	0.0576453	0	0	0	0
ADH4	6.56635	10.64436	9.83221000569475	8.04529	12.8437	12.71064	13.18460299328	11.446303
ADH5	102.6797	120.00713	99.2694	105.8422	104.7062	100.7388	102.3031	116.4021
ADH6	22.300158	24.50563	29.674619	25.83636	22.66043	26.50655	21.9212	26.52754
ADH7	0	0	0	0	0	0	0	0
ADHFE1	0	0.227886	0	0	0	0	0	0
ADI1	70.11737	69.7675	69.53299	65.22137	64.48351	71.03986	78.68741	63.78433
ADIG	0	0	0	0	0	0	0	0
ADIPOQ	1.7557410623	1.68898	0.5471214195	0.779318	0.7659730862	0.4381875293	0.4324436882	0.515568
ADIPOR1	79.14879	69.746334246	81.82221	69.6567000332638	83.24333	71.0299263581	75.67407	76.51587
ADIPOR2	20.7992	23.2114	22.5122	21.4237	20.0073	20.0183	20.2107	21.4581
ADIRF	1.24849	0.152863	0	0	0	5.10693	0	0.513467
ADK	81.758377	92.586247	91.17823	85.674394	74.805809	82.729892	92.633077	91.376607
ADM	11.328875	7.363437	9.99817	8.03854366	14.14568	9.5483591	7.606554	6.276393
ADM2	3.84551	3.5743	4.37536	3.37143	5.14058	2.925936	3.543992	2.90258
ADM5	1.90376	0.791694	2.42134	2.02826	1.83455	1.90334	2.31943	1.62394
ADNP	40.1777780009782	37.547262	44.591467	44.5858580105235	45.1644126726797	46.0214208665	34.92161	43.353069
ADNP2	15.85766	21.747624	14.035001	30.8003	15.608433	14.940906	16.891124	14.7887
ADO	17.2709	19.2909	18.1044	17.718	16.9999	17.5889	17.2722	16.8007
ADORA1	0.312483	0.533627176	0.389199	0.57198566559	1.60595	0	0.19433796321	0.09438649476
ADORA2A	2.82584	1.44558	3.246097	0.872481	3.34579	2.372784	3.101923	1.884449151
ADORA2B	10.5058	9.00151	8.49884	8.93975	8.91636	7.58293	8.03965	9.10822
ADORA3	0	0	0.159213	0	0.469093	0	0	0
ADPGK	27.12381	21.55524	15.252457	20.2852484005	21.72396	19.65011	17.9659	20.9835413807
ADPRH	0.126068	0.063401	0.0482724	0	0	0	0	0.0739402
ADPRHL1	0.573707	0.6785749	0.4827427	0.142659	0.373231	0.369804	0.643503	0.683298
ADPRHL2	25.791	24.8813	24.427	22.2137	26.9513	22.8555	25.3195	20.07
ADPRM	0.247353	2.637894813	4.20899	2.779787	0.557236	3.25924	2.481695	4.23595
ADRA1A	0	0	0	0	0	0	0	0
ADRA1B	0.074053	0	0	0.329764	0	0	0	0
ADRA1D	0.75515	1.21987	0.74396	0.76697	0.822112	0.755867	0.944562	0.779678
ADRA2A	0.0383739	0.0579081	0	0.0247808	0.0649395	0.0897176	0.070737	0.0675176
ADRA2B	0	0	0	0.0277297	0	0	0	0
ADRA2C	35.0102	31.9181	38.153	32.9649	36.6343	29.6776	34.2264	25.3839
ADRB1	0.0513778	0.116211	0	0.0664041	0	0.060008	0	0
ADRB2	0.0419826	0.127337	0.0482972	0.0271413	0	0	0	0.0369359
ADRB3	0	0	0	0	0	0	0	0
ADRM1	241.26816	190.248606	230.69339	200.148982	261.460079	188.535001	264.73124	183.884227
ADSL	104.078730898419	92.392185	101.574415	98.044699	96.232869753	94.3031	105.3080883	95.935916
ADSS	26.0477	30.3699	26.0548	26.8706	25.2348	26.9999	27.8958	26.9929
ADSSL1	2.744011	3.419516	3.98972	4.11621	2.186116	3.49121	2.35001	3.33532
ADTRP	0	0	0	0	0	0	0.161798	0
AEBP1	0.2549958	0.1900675	0.0812158	0.0904786	0.119676	0	0.359345	0.2437417
AEBP2	22.093872	25.245344	20.502125	22.475213	19.38381	20.326753	21.076708	23.238355
AEN	42.9684	42.7622	44.2802	45.32294	54.23929	41.6755	54.67285	44.186
AES	73.78031	63.50422	76.67805	64.868474	63.48395	56.44812	73.96686	50.8458
AF241726.2	0	0	0	0	0	0	0	0
AFAP1	4.844474892	5.342392316	6.5921	4.564095	3.9901551	3.685121671	4.01240661	3.78884428412
AFAP1L1	0	0	0	0	0	0.0548827	0	0.120285
AFAP1L2	0	0	0	0.2378451	0	0	0	0
AFDN	67.36081	84.545895	84.8071441	78.758985	66.534571	68.887168923594	73.569195	83.0819982
AFF1	10.06744653	12.712526	11.481211	13.258358	10.27105	15.063139	14.8849261633	13.235894
AFF2	0	0	0.0218805	0	0	0	0	0
AFF3	0.0731334	0.0779837	0.0996268	0.0448302	0.0294574	0.0201569	0.0318092	0.0603752
AFF4	16.731237	19.459854	24.37293	23.509566	26.39485	21.23594	21.40884	24.49491
AFG1L	3.50868	3.753837	3.221536	2.805244	2.661235	4.080798	4.4194	5.19057
AFG3L2	43.848	39.81814	59.9922	44.05543	54.6399	48.0249	51.7608	53.5057
AFM	0.220709	0.0553988	0	0.0476013	0	0.0857998	0	0.12949
AFMID	92.28688	106.95211	96.15332	84.75112	104.36121	97.97907	89.55471	98.9595
AFP	2834.38	3308.81	3064.56	3225.28	3374.4	3853.85	3341.54	4032.97
AFTPH	26.478126	24.35077	22.7285600007808	27.83177	20.88560502415	22.7480588099	22.7064	27.799260733067
AGA	12.90778	16.9193	11.80502	19.8132	6.96542	13.65897	14.39144	15.3245
AGAP1	12.5161026401	10.2800062840592	12.674145652668	10.5246150001274	12.420146471	12.490606	11.202827540551	16.250102275004
AGAP2	2.927697	2.533893	5.02452	2.715826	3.135145	3.194534	2.056303	3.614395
AGAP3	21.212317	19.0246579	21.550007	18.5621510027088	19.5245662513346	22.673893	21.738667	14.78523
AGAP4	6.8010201426451	7.93269128	6.84460097208	9.577792105945	11.9517230103138	14.7862356617811	7.81215710483	6.898684
AGAP5	5.01175	4.5845	4.477417	4.5556	6.09472	6.079584	3.964982	4.776484
AGAP6	14.11469	12.01745	12.8606	14.40224	10.51381	11.70097	11.2392	10.32014
AGAP9	3.32447	3.79307	4.05161	3.75849	2.70917	3.62425	3.7247	3.84504
AGBL1	0.0149301	0.0112416	0.0163497	0.00924818	0.0240915	0	0.0132669	0.01254
AGBL2	0.9311127	1.4969256	1.01472	0.6957821	0	0.425086	0.279154	0.297493
AGBL3	1.7158267	2.2318282	4.73869	4.3383116	1.665073	2.9213397	3.3605394	2.57902
AGBL4	0	0.138407	0.0994343	0.0471274	0	0.0433357	0.0338429	0
AGBL5	53.914864	37.928411	52.803984	45.98168	47.99585	39.789394	42.021849	37.152909
AGER	0.404902	0.000995361	0.265799	0	0	0.9991033	0	0.599677132776
AGFG1	83.875451	78.053186	78.55476	86.359823	95.485030206791	80.374399	86.263859	86.954355
AGFG2	99.8974	88.3767	99.2485	87.0291	86.1295	74.6731	70.5548	67.1782
AGGF1	8.06405	9.55448	8.71632	9.12328	8.56331	9.80955	7.96137	9.49628
AGK	15.68928	18.261108	20.3349	21.955323	15.77515	20.2911946	20.5858550011335	21.72249
AGL	7.0017088380548	7.68957000114692	7.70776	8.373395493173	7.48626374122594	7.76997	7.606523362444	9.4774660774206
AGMAT	74.542	71.1647	74.2269	70.7593	75.279	74.1466	84.9049	77.5491
AGMO	0	0.0453157	0	0	0	0.211624	0.0623247	0.139496
AGO1	11.66734	11.31695	10.82614	10.12971	11.8801	12.1881	9.50459	10.99816
AGO2	6.73268	7.384916	7.25448	7.996742	6.6967	10.12474	6.02534	9.1401
AGO3	2.567444	4.022586	3.617041	2.051669	4.169316	5.538732	4.838181	2.4900365
AGO4	2.55202	3.03372	3.09271	2.61434	2.18805	2.79141	2.40646	2.42105
AGPAT1	86.2733	80.53951224284	76.7995436223	81.2738500085075	97.35256847	80.04827762	76.7405340284645	70.79248
AGPAT2	30.50046	27.69974	30.80934	30.594723	25.95743	16.2639015193	24.89799756184	21.433095
AGPAT3	20.068375	17.65845	20.89953719	18.721398	14.31596100295	13.21283401	15.342037	16.2106899
AGPAT4	0.0580425	0.0272999	0	0.0233119	0	0.0211523	0	0.0635732
AGPAT5	8.42751	14.23211	10.74991	10.74807	10.43372	7.849513	11.84273	16.11265
AGPS	59.9989	60.261104	63.23834	55.471827	49.62973	55.73938	60.02521	52.536588
AGR2	0.900015	4.066595	2.145026	4.979539	3.64616	8.92958	4.658202	7.68262
AGR3	0	0	0	0	0	0	0	0
AGRN	55.37255	49.41932	49.887926	44.8462	52.70246	42.3435	44.34835	35.14639
AGRP	0.995677	0.55675	0.866303	0.487874	0.425256	0.860618	0	0.219462
AGT	348.052	288.441	335.58	306.549	351.758	324.726	303.261	292.655
AGTPBP1	8.975153572	10.3487339	9.97712	8.91184600045859	7.456303483411	10.56554	8.5231648377	10.3539474
AGTR1	0.20425	0.383883	0.168176	0.120972	0.371671	0.356627	0.188238	0.449511
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	42.976819	33.396566	43.60894	31.11797	53.18861	31.97323	44.95931	32.6492604
AGXT	0.290668	1.27546	0.478965	1.08763	1.20795	1.06945	0.490142	1.53334
AGXT2	0	0	0	0	0	0	0	0
AHCTF1	14.45993	17.30023	19.30011	17.07268	16.958210163289	17.80866	17.55647009017	20.00324
AHCY	396.847	337.835	382.673	326.018	395.967	320.431	399.728	329.214
AHCYL1	36.876577	42.488236	43.282047	41.22092	42.17855	44.27539	38.0944	42.021786
AHCYL2	3.70958	6.3662500791362	7.327291128579	6.49143	5.61662425	5.3990284	5.36641	5.467560480771
AHDC1	4.4865609930691	3.37220000025314	4.642721586	3.457182	3.64412079	3.303758	3.409254	2.729064933
AHI1	7.025985	8.408789	7.803441	8.282601	6.203379	7.64492	7.524529	8.696375
AHNAK	28.1877	27.717137	37.89145	30.554126	25.2266	27.002678	25.91116	26.636977
AHNAK2	0.66803618	0.6346	0.481846	0.922467	0.780642	1.226635	0.691463	0.88811
AHR	18.300154	20.10366	18.126305	20.218735	17.660589	19.911777	19.721076	22.901739
AHRR	0.831283	0.662111	0.222696	0.46581170157772	2.05592	0.174777	0.8064683	0.55978
AHSA1	168.03594	153.63956	158.410658	151.88587369034	163.74432	131.98459	170.753459	160.45131
AHSG	1899.202	1806.219	1866.247	1835.284	1636.28	1721.617	1387.863	1531.043
AHSP	0	0	0	0	0	0	0.407452	0
AICDA	0	0.118188	0.135613	0.075926	0	0.12705	0.10688	0.276114
AIDA	37.6332	45.4477	39.8377	42.1868	37.9803	44.137	43.0935	48.9402
AIF1	0	0.205289	0	0.0764663	0.199487	0.266883	0	0.0810068
AIF1L	23.10268	29.471369	24.017455	27.819628	18.5380500008951	18.036498	20.2576	22.8796
AIFM1	61.237663	62.258734	57.566819	61.47277	56.9966	55.8955	50.760393	55.084029
AIFM2	74.61946	62.74205	75.53305	64.75085	73.17256	58.58446	74.81894	62.65259
AIFM3	8.8768418085	10.14069	10.105319	10.8655986688	8.61943	5.832275	6.70562	6.2847036995
AIG1	67.81562	67.225884	71.652488	67.531123	73.05241	64.582591	76.828304	64.78541
AIM2	0	0	0	0	0	0	0	0
AIMP1	53.3192	58.80908	67.5297	59.826	65.237	55.8297	80.4537	66.0829
AIMP2	53.900669	47.111282	55.0639	55.8145	59.546181	45.95831	56.391493	46.091
AIP	60.66715	48.34371	57.16665	46.57553	58.45654	43.73678	49.17065	40.940767
AIPL1	0.0977007	0.129277	0.0851799	0.0948014	0.24861	0.453076	0.135202	0
AIRE	0.133012	0.0525204	0	0.0434173	0	0.0775897	0	0
AJAP1	0	0	0	0	0	0	0	0.0550372
AJM1	2.889	2.69507	2.12446	2.24222	1.97704	2.16379	1.61561	1.1422
AJUBA	91.20534	93.243120886	105.803317	99.89167	104.59722	84.34046	92.54186	97.67822
AK1	20.89048	17.05899	18.49328840091	23.72072	25.5503	12.1025	20.06201	21.01735
AK2	137.83061	121.41701	140.37512	134.56994	129.77817	143.0643	149.77143	132.08947
AK3	64.0785	72.39571	68.11434	75.3072	68.93985	70.6057	68.43709	77.80703
AK4	65.1592	61.51229	68.4444364	68.6540346264	72.80941	62.31956	64.449346	73.142062
AK5	0	0.368147	0	0	0	0.4586	0	0
AK6	19.88480544134	29.19745	21.62182	27.66562	28.78068	31.33289	28.6394000669894	26.8996436532
